COURSE,COURSE_DESCR_TYPE,EFFDT,DESCRLONG
"2170","GI",7/3/2010,"Language Lab (Spanish)

This is a 3 hour session.  Employees will not be allowed to attend training 15 minutes after the start of the session.  Please dress in appropriate work attire, if you arrive after 9:15am for the AM session or after 1:15pm for the PM session you will be required to return to work.  If you cannot attend this class or you have a schedule conflict, please notify your training coordinator and WDA to cancel prior to the start of the class.
Eating and drinking are not allowed in classrooms.  WDA reserves the right to remove any student violating this policy."
"400","GI",12/17/2009,"Enhance Professional Image

Class begins promptly at 9am.  Employees will not be permitted to enter the class after 9:15am.  If you cannot attend this class, please notify your training coordinator and WDA.

Eating and drinking are not allowed in classrooms.  WDA reserves the right to remove any student violating this policy.."
"2141","GI",7/3/2010,"MSS Systems Thinking

Eating and drinking are not allowed in classrooms.  CWD reserves the right to remove any student violating this policy."
"602","GI",7/28/2010,"Progressive Discipline

This is a 1 day class.  Participants are required to attend training from 9am - 4pm.  Class begins promptly at 9am.  Employees will not be allowed to attend training after 9:15am.  Please dress in appropriate work attire, if you arrive after 9:15am you will be required to return to work.  If you cannot attend this class or you have a schedule conflict, please notify your training coordinator and WDA to cancel prior to the start of the class.
Eating and drinking are not allowed in classrooms.  WDA reserves the right to remove any student violating this policy."
"2205","GI",7/3/2010,"Work it Out

Eating and drinking are not allowed in classrooms.  CWD reserves the right to remove any student violating this policy."
"2039","GI",7/2/2010,"Correcting Employee Conduct

Eating and drinking are not allowed in classrooms.  CWD reserves the right to remove any student violating this policy."
"VIS201","GI",1/1/1902,"Visio 2002:  1 Using Tools, Co

This course introduces users to the Visio 2002 user interface. It explains how to open and save a new Visio file, how to choose a stencil containing predefined shapes, and how to add shapes from a stencil to your drawing. It also provides an introduction to the drawing tools users can use to modify or connect shapes. Finally, this course explains the options available on the Visio toolbars and shows users how to assemble custom toolbars that combine the tools they use most often."
"VIS209","GI",1/1/1902,"Visio 2002:  9 Working with Fl

This course explains how to create models that depict flows for a variety of processes using templates in the Flowchart Solution. These flow models represent processes ranging from financial audits to high-level business processes. Users can also learn how to use more complex flowchart solutions to depict process and information flows within an information system model. Finally, users will learn about the Integration Definition for Functional Modeling method (IDEF0), and how to implement it in Visio 2002."
"TEAM01","GI",1/1/1902,"Teams That Work:  1 Building E

This course provides valuable information about building teams from drafting the initial team charter to making teamwork part of the corporate culture."
"TIMP01","GI",1/1/1902,"TimeMngtMaxProd: 1 Taming

This course provides information on how to tame time and improve your time management skills."
"07VI01","GI",1/1/1902,"Visio 2007:  1 Getting Started

This course explains how to use Visio 2007 to create business and technical drawings."
"WINB01","GI",1/1/1902,"Windows 2000 Basics - Client: 

This course introduces the features of Windows 2000 Professional that enhance reliability, manageability, and mobility."
"PB155","GI",1/1/1902,"SlfMngt(VD): 10 InfluEdge/Chg

Convincing others about a needed change can be challenging. During this program, you'll learn how to encourage people to commit and be actively involved in the change process. You'll also learn how to recognize how both the influencer and the one who is being influenced view change. In addition, you'll learn the four phases of change and how to create strategies when implementing the change process."
"SARB01","GI",1/1/1902,"Sarbanes-Oxley Act:  1 Overvie

The Sarbanes-Oxley Act has been called the single most important piece of legislation affecting corporate governance, financial disclosure, and the practice of public accounting since the U.S. securities laws of the early 1930s. This course will provide the learner with an overview of the Act, including changes in disclosure and reporting requirements that have resulted from it."
"PB159","GI",1/1/1902,"SlfMngt(VD): 14 Ofc Politics

There are both good and bad office politics. It is a fact of office life and cannot be avoided. Watch as Bob Rosner, founder and syndicated columnist of Working Wounded, discusses how to squeeze good office politics into your work diet."
"TIMP04","GI",1/1/1902,"TimeMngtMaxProd: 4 MngTime

This course provides information on how to effectively delegate tasks, the proper way to turn down overwhelming tasks, and how to conduct productive meetings."
"PB134","GI",1/1/1902,"Sale/Mrkt: 8 Influence Edge

Using influencing skills while selling can be crucial in demonstrating how your product or service can meet your customer's needs. During this program, you'll learn the four stages in the sales cycle and how to use influence behaviors while selling. You'll also learn how to handle customer's objections by using influencing behaviors."
"PB138","GI",1/1/1902,"Sale/Mrkt: 12 Sell the Co

During Step Four of the Track Selling System, Sell the Company, you'll help your prospect make a positive decision about your company. During this program, you'll learn how to use a transition question to begin selling your company. You'll also learn ways to supply your prospect with information about your company and how to help your prospects decide your company has integrity and is able to perform as promised."
"PB145","GI",1/1/1902,"Sale/Mrkt: 19 Gatekeeper Ally

Gatekeepers can help you get through to the person you need to contact. Watch as Bob Rosner, founder and syndicated columnist of Working Wounded, discusses how you can make a gatekeeper an ally."
"PRPR06","GI",1/1/1902,"PrjMngtCert2009: Responsibil

This course provides information about the PMI Code of Ethics and Professional Conduct and the values that support the Code."
"QBKC03","GI",1/1/1902,"QuickBooks:  3 Entering Histor

This course shows users how to enter current or past information about their companies to establish QuickBooks information.  QuickBooks is a registered trademark or registered service mark of Intuit Inc., or one of its subsidiaries, in the United States and other countries."
"QBKC10","GI",1/1/1902,"QuickBooks: 10 Online Banking 

This course shows how to manage online banking create and track budgets and use existing information to create forecast reports in QuickBooks.  QuickBooks is a registered trademark or registered service mark of Intuit Inc., or one of its subsidiaries, in the United States and other countries."
"PB129","GI",1/1/1902,"Sale/Mrkt: 3 Guerrilla Trad

At a trade show, you only have a few seconds to pull in potential customers. During this program, you'll learn effective strategies on how you can increase your sales on the trade show floor. You'll also learn how to avoid the six deadly trade show selling sins, how to make first contact with customers, how to connect QUICK and how to close a sale using Guerrilla techniques."
"PB130","GI",1/1/1902,"Sale/Mrkt: 4 MrktWebSite

Winning Internet companies make first-time visitors repeat customers. Watch as Mohan Sawhney, Tribune Professor for Electronic Commerce and Technology at Kellogg Graduate School of Management, Northwestern University, offers tips on how to better market your Web site."
"QBKC07","GI",1/1/1902,"QuickBooks:  7 Managing Assets

This course shows how to track inventory and other assets and how to create QuickBooks reports on a business.  QuickBooks is a registered trademark or registered service mark of Intuit Inc., or one of its subsidiaries, in the United States and other countries.  QuickBooks is a registered trademark or registered service mark of Intuit Inc., or one of its subsidiaries, in the United States and other countries."
"606","GI",7/30/2010,"Rating and Ranking

This is a 1 day class.  Participants are required to attend training from 9am - 4pm.  Class begins promptly at 9am.  Employees will not be allowed to attend training after 9:15am.  Please dress in appropriate work attire, if you arrive after 9:15am you will be required to return to work.  If you cannot attend this class or you have a schedule conflict, please notify your training coordinator and WDA to cancel prior to the start of the class.                                                                                                               Eating and drinking are not allowed in classrooms.  WDA reserves the right to remove any student violating this policy."
"2004","GI",7/2/2010,"Word 2003- Level II

Eating and drinking are not allowed in classrooms.  CWD reserves the right to remove any student violating this policy."
"2008","GI",7/2/2010,"Word 2003- Level III

Eating and drinking are not allowed in classrooms.  CWD reserves the right to remove any student violating this policy."
"2003","GI",7/2/2010,"Excel 2003 - Level I

Eating and drinking are not allowed in classrooms.  CWD reserves the right to remove any student violating this policy."
"QBKC04","GI",1/1/1902,"QuickBooks:  4 Managing Accoun

This course shows users how to use QuickBooks to track accounts and manage items in their companies. This includes how to create and manage lists for viewing and how to generate reports and graphs for visually assessing a company's accounting status.  QuickBooks is a registered trademark or registered service mark of Intuit Inc., or one of its subsidiaries, in the United States and other countries."
"QBKC06","GI",1/1/1902,"QuickBooks:  6 Paying Bills

This course shows how to pay bills through check writing and cash transactions in QuickBooks.  QuickBooks is a registered trademark or registered service mark of Intuit Inc., or one of its subsidiaries, in the United States and other countries."
"PB128","GI",1/1/1902,"Sale/Mrkt: 2 Guerrilla Mrkt

Today, traditional marketing practices can be very expensive and complex. This course simplifies these complexities, eliminates the high costs and explains how companies can use marketing to generate profits from minimum investments. This program will help you define and understand guerrilla marketing practices. You'll also learn important guerrilla marketing secrets that will allow you to have a competitive advantage."
"PB131","GI",1/1/1902,"Sale/Mrkt: 5 New Rules

A smart banner ad can bring thousands of eager customers to your site. Watch as Jim Sterne, internationally known Internet marketing consultant, author and lecturer, describes the new rules to help promote your product most effectively on the World Wide Web."
"PROJ11","GI",1/1/1902,"Project Management: 11 Develop

This course describes project team dynamics and provides guidelines on how to effectively build a project team."
"PMEF04","GI",1/1/1902,"PrjMngtPeoPerspec: 4  Comm Eff

This course provides information on how to communicate effectively when managing a project."
"PMP503","GI",1/1/1902,"PrjMngtCert2005: 3 Execut/Qual

This course focuses on the fact that the majority of the project management processes do not execute only once during the course of a project, but rather they take place at multiple times as the project evolves through its lifecycle. It provides an overview of the Executing Process Group with a focus on passing the PMP exam."
"PROJ09","GI",1/1/1902,"Project Management:  9 Closing

This course explains the close-out phase of a project and describes the activities that must be performed during this phase."
"PRJ310","GI",1/1/1902,"Project 2003: 10 Analyzing Pro

This course explains the analysis process and how to revise the schedule. It also explores how to review the current status of the project at the project, task, resource, and assignment levels."
"PROJ01","GI",1/1/1902,"Project Management:  1 Project

This course  provides an overview on the nature of projects as well as project management."
"PHOT10","GI",1/1/1902,"Photoshop 7: 10 Layers

This course shows users how to use Photoshop 7 to create, move, manipulate, lock, and organize layers. It also covers how to change the opacity of and erase layers, as well as apply and manage layer styles."
"PXPM03","GI",1/1/1902,"PowerPoint 2002:  3 Graphics a

This course shows users how to work with graphics, objects, and drawing shapes. Special features of PowerPoint 2002, including grouping shapes, scaling and sizing objects, applying shadows, and WordArt are covered."
"OUTL03","GI",1/1/1902,"Outlook 2003:  3 Contacts and 

This course shows the learner how to enter and maintain contact information. It also covers how to use the calendar features of Outlook to schedule appointments and meeting requests."
"OUTL07","GI",1/1/1902,"Outlook 2003:  7 Personalizing

This course provides an overview of forms, including using and modifying standard and custom forms. It also offers suggestions for personalizing Outlook. More advanced features and shortcuts are also covered."
"PHOT03","GI",1/1/1902,"Photoshop 7:  3 Pixels, Image 

This course shows users how to use Photoshop 7 to adjust image size, resolution, dimensions, and canvas size. It also covers how to mix channels, set up color management, choose color settings, define colors, and work in greyscale."
"PHOT05","GI",1/1/1902,"Photoshop 7:  5 The Paint Tool

This course shows users how to use Photoshop 7 to work with the Pencil and Brush tools, select brushes and create new brushes, and experiment with Brush modes. It also covers how to create and modify shapes."
"07OU03","GI",1/1/1902,"Outlook 2007:  3 Creating Cont

This course covers managing your contacts in Outlook 2007. It discusses adding new contacts, creating and working with distribution lists, and sending contact information to other people via e-mail."
"07OU07","GI",1/1/1902,"Outlook 2007:  7 Organizing E-

This course presents the use of search and archive features to manage your Outlook 2007 items."
"PHSC05","GI",1/1/1902,"Photoshop:  5 Using Layers and

This course explains how to take advantage of layers and plug-ins in Photoshop."
"NGOC04","GI",1/1/1902,"Negotiating:  4 Everyday Negot

This course examines some common negotiating situations to apply general negotiating techniques."
"O2KC03","GI",1/1/1902,"Office 2000:  3 Text and Docum

This course introduces users to formatting files in Microsoft Office 2000 applications."
"OFFC01","GI",1/1/1902,"Office 2003 - What's New:  1 N

This course provides an overview of the new features common to the Office 2003 applications."
"O2KC01","GI",1/1/1902,"Office 2000:  1 Getting Starte

This course introduces users to the Microsoft Office 2000 environment and how to open and close applications and files."
"OFXP02","GI",1/1/1902,"Office XP Upgrade:  2 New Opti

This course shows users how to take advantage of the new or changed features and preferences that are included in Office XP."
"PB123","GI",1/1/1902,"MngLaw(VD): 15 WaysStayoutJail

The workplace is becoming increasingly complex with many federal and state laws protecting the rights of employees. As a manager, you need to be aware of these laws in order to effectively and legally manage your employees. During this program, you'll learn the top ten issues to keep in mind while interacting with your employees. You'll also learn tips on how to deal with these issues and stay on the right side of the law."
"402","GI",11/25/2009,"Resume Build. & Interviewing

This is a 3 hour class.  Participants are required to attend training from 9am - 12pm.  Class begins promptly at 12pm.  Employees will not be allowed to attend training after 9:15am.  Please dress in appropriate work attire, if you arrive after 9:15am you will be required to return to work.  If you cannot attend this class or you have a schedule conflict, please notify your training coordinator and WDA to cancel prior to the start of the class.
Eating and drinking are not allowed in classrooms.  WDA reserves the right to remove any student violating this policy."
"200","GI",11/17/2009,"Introduction to PCs

This is a 3 hour class.  Participants are required to attend training from 9am - 12pm.  Class begins promptly at 9am.  Employees will not be allowed to attend training after 9:15am.  Please dress in appropriate work attire, if you arrive after 9:15am you will be required to return to work.  If you cannot attend this class or you have a schedule conflict, please notify your training coordinator and WDA to cancel prior to the start of the class.
Eating and drinking are not allowed in classrooms.  WDA reserves the right to remove any student violating this policy."
"201","GI",8/18/2010,"Access 2007 - Level I

This is a 1 day class.  Participants are required to attend training from 9am - 4pm.  Class begins promptly at 9am.  Employees will not be allowed to attend training after 9:15am.  Please dress in appropriate work attire, if you arrive after 9:15am you will be required to return to work.  If you cannot attend this class or you have a schedule conflict, please notify your training coordinator and WDA to cancel prior to the start of the class.
Eating and drinking are not allowed in classrooms.  WDA reserves the right to remove any student violating this policy."
"600","GI",7/29/2010,"Developing Crediting Plans

This is a 1 day class.  Participants are required to attend training from 9am - 4pm.  Class begins promptly at 9am.  Employees will not be allowed to attend training after 9:15am.  Please dress in appropriate work attire, if you arrive after 9:15am you will be required to return to work.  If you cannot attend this class or you have a schedule conflict, please notify your training coordinator and WDA to cancel prior to the start of the class.                                                                                                               Eating and drinking are not allowed in classrooms.  WDA reserves the right to remove any student violating this policy."
"2195","GI",7/14/2010,"FMLA, DCFMLA, ADA

Eating and drinking are not allowed in classrooms.  CWD reserves the right to remove any student violating this policy."
"2022","GI",7/2/2010,"Basic Writing Skills I

Eating and drinking are not allowed in classrooms.  CWD reserves the right to remove any student violating this policy."
"904","GI",7/29/2010,"Perf. Based Budgeting

This is a 1 day class.  Participants are required to attend training from 9am - 4pm.  Class begins promptly at 9am.  Employees will not be allowed to attend training after 9:15am.  Please dress in appropriate work attire, if you arrive after 9:15am you will be required to return to work.  If you cannot attend this class or you have a schedule conflict, please notify your training coordinator and WDA to cancel prior to the start of the class.                                                                                                               Eating and drinking are not allowed in classrooms.  WDA reserves the right to remove any student violating this policy."
"508","GI",11/25/2009,"Thinking Outside of the Box

This is a 1 day class.  Participants are required to attend training from 9am - 4pm.  Class begins promptly at 9am.  Employees will not be allowed to attend training after 9:15am.  Please dress in appropriate work attire, if you arrive after 9:15am you will be required to return to work.  If you cannot attend this class or you have a schedule conflict, please notify your training coordinator and WDA to cancel prior to the start of the class.
Eating and drinking are not allowed in classrooms.  WDA reserves the right to remove any student violating this policy."
"2155","GI",7/3/2010,"Position Classification

Eating and drinking are not allowed in classrooms.  CWD reserves the right to remove any student violating this policy."
"2114","GI",7/3/2010,"Leadership Principles

Eating and drinking are not allowed in classrooms.  CWD reserves the right to remove any student violating this policy."
"511","GI",7/28/2010,"Values and Ethics

This is a 3 hour class.  Participants are required to attend training from 1pm - 4pm.  Class begins promptly at 1pm.  Employees will not be allowed to attend training after 1:15pm.  Please dress in appropriate work attire, if you arrive after 1:15pm you will be required to return to work.  If you cannot attend this class or you have a schedule conflict, please notify your training coordinator and WDA to cancel prior to the start of the class.
Eating and drinking are not allowed in classrooms.  WDA reserves the right to remove any student violating this policy."
"2078","GI",7/3/2010,"Human Resources Sys I

Eating and drinking are not allowed in classrooms.  CWD reserves the right to remove any student violating this policy."
"2120","GI",7/3/2010,"Managing Chaos

Eating and drinking are not allowed in classrooms.  CWD reserves the right to remove any student violating this policy."
"204","GI",11/17/2009,"Excel 2007 - Level I

This is a 1 day class.  Participants are required to attend training from 9am - 4pm.  Class begins promptly at 9am.  Employees will not be allowed to attend training after 9:15am.  Please dress in appropriate work attire, if you arrive after 9:15am you will be required to return to work.  If you cannot attend this class or you have a schedule conflict, please notify your training coordinator and WDA to cancel prior to the start of the class."
"801","GI",7/28/2010,"Mastering the Art of Change

This is a 1 day class.  Participants are required to attend training from 9am - 4pm.  Class begins promptly at 9am.  Employees will not be allowed to attend training after 9:15am.  Please dress in appropriate work attire, if you arrive after 9:15am you will be required to return to work.  If you cannot attend this class or you have a schedule conflict, please notify your training coordinator and WDA to cancel prior to the start of the class.
Eating and drinking are not allowed in classrooms.  WDA reserves the right to remove any student violating this policy."
"SH9004","GI",1/1/1902,"The Trust Factor

In today?s environment of layoffs, corporate scandal and turbulent markets the definition of trust and loyalty is rapidly changing. Employees are no longer as willing to offer trust to work hard to build winning relationships. Has your company been affected by any of these factors? Do your employees wait for the other shoe to drop on them? What do you plan to do to help build relationships of trust and open communication? If you are interested in building lasting relationships based on trust, this presentation will focus on simple techniques that will help you evaluate your current situation and provide tools for creating a strong ?Trust Factor!?"
"SH9006","GI",1/1/1902,"Driving Results Engaged Emp.

The Great Game of Business is a management style that motivates employees through business education and open-book management techniques pioneered at Springfield Remanufacturing Corporation (SRC). The Great Game of Business is a total management system that turns business into a game, fosters and motivates employees to succeed. This session will help you learn how to have employees think and act like owners, understand the financials, and gain respect for all aspects of the business."
"SH7007","GI",1/1/1902,"Talent Acquisition in India 

India?s National Association of Software and Services Organization has estimated a robust growth of over 25% in the IT & ITES industries in India.  With this considerable growth has come a shrinkage in the readily available talent pool.  This course will cover strategies and initiatives Indian organizations have taken to bridge the growing skills gap between the entry-level skills organizations need and the actual skills available in the marketplace"
"SH9005","GI",1/1/1902,"The ROPI Effect

In the same way that business leaders examine ROI, HR professional should be implementing the ROPI Effect (Return on People Investment). HR oversees the largest expense category than any other department ? people. Getting a better return on your people investments can often mean the difference between profit and loss. This session discusses innovative (yet realistic) ways of linking people and business ? creating that special culture where profits happen as a result of an intentional and direct focus on your people as a competitive Advantage."
"SH0X03","GI",1/1/1902,"CSI

This session examines and discusses the issues you face when conducting workplace investigations. It will explore the best practices for conducting and documenting. This session will also analyze your obligations to conduct investigations and the requirements that must be satisfied to comply with those obligations. Identifying legal risks and employing strategies for avoiding exposure to those risks will also be examined."
"SH7005","GI",1/1/1902,"Talent War in China

James Li is one of the earliest HR practitioners in China and has taken HR leadership positions in IBM, Lucent and Cisco in their Greatest China operations. With more than 20 years of HR and business management experience in the global companies, James will share his unique view on the Chinese labor market. He will do an extensive review of the talent demand and supply dynamics in China and analyze causes such as the aging population trend and education gap, etc. James will then share some of the best practices in talent management in China, including employer branding, sourcing, selection, outsourcing, mobilizing and retention."
"SH4001","GI",1/1/1902,"Examining Cultural Differences

This session is designed to provide you with an understanding of how culture impacts organizations and the people who comprise them. You will learn effective practices for communicating across cultures and managing multicultural teams. By increasing your awareness and understanding of cultural differences in Asia, Africa, Europe, the Middle East and the Americas, you will learn how to successfully lead across cultures."
"SH5003","GI",1/1/1902,"Are You Ready?

Never before has the workforce experienced the kind of changes that will be driven by aging issues. Many organizations are seeing unprecedented numbers of older adults departing the workforce as they reach ?normal? retirement age, and these organizations will be facing new challenges and asking a whole new set of questions: 1. What are the implications for succession planning as large numbers of employees reach retirement age? 2. How do we capture institutional knowledge? 3. How can we encourage the generations to work together? 4. What are the special issues of mentoring, coaching, and reigniting the performance of long-term employees? 5. What new work options will need to be offered to encourage mature workers to remain in the workplace? 6. What can organizations do to eliminate ageist language and comments from the workplace? 7. How can organizational culture be modified to encourage the increased employment of engaged and experienced workers?"
"SH2010","GI",1/1/1902,"The Why and the How

Critical to the bottom-line success of your organization is the engagement level of your workforce. Your workforce is comprised of four generations (Traditionalist, Baby Boomer, Gen X and Gen Y). HR leaders must build a business case, and create solutions that are going to increase and maintain the engagement level of all four generations. What works for one generation may not work for another; people practices need to be integrated and tailored to your organization."
"SH2011","GI",1/1/1902,"Making Metrics Matter

Many HR organizations have been challenged to create relevant HR metrics to empower executives and managers to make better decisions. Creating those metrics isn?t easy, but is practical if you can avoid common pitfalls. Co-author of the HR Metrics book, Ultimate Performance, Jeremy Shapiro will provide practical tips to design and deliver actionable metrics that expose hidden workforce trends, suggest new actions based on data, and ultimately link HR metrics to strategic business objectives."
"SH1023","GI",1/1/1902,"Vendor Selection

There are many things to consider when deciding to use an outsourced partner/vendor. This course is designed to provide you with the generic tools necessary to make this process efficient -- and, most importantly, successful."
"PHOT09","GI",1/1/1902,"Photoshop 7:  9 Modifying Sele

This course shows users how to use Photoshop 7 to transform selections and paths, as well as move, clone, paint, and fill selections. It also covers how to create gradients and patterns."
"PHSH01","GI",1/1/1902,"Photoshop CS:  1 Getting Start

This course provides an introduction to Photoshop CS by teaching learners how to start the program, work with documents, and set preferences."
"07OU02","GI",1/1/1902,"Outlook 2007:  2 Managing E-Ma

This course explains how to manage the e-mail you receive."
"O2KC06","GI",1/1/1902,"Office 2000: Intro Outlk

This course introduces users to using e-mail and managing contacts and schedules in Microsoft Outlook."
"OXPM02","GI",1/1/1902,"Outlook 2002:  2 Reading and S

This course shows users how to receive and send e-mail messages."
"MOTC04","GI",1/1/1902,"Motivation:  4 Performance and

This course provides an introduction to time and stress management, and to education to encourage you and your employees."
"OFXP01","GI",1/1/1902,"Office XP Upgrade:  1 Getting 

This course provides an introduction to the new look and features of Office XP applications."
"MOTC02","GI",1/1/1902,"Motivation:  2 Communicating

This course shows how to take advantage of language, meetings, and problem-solving to build better communication and performance with employees."
"PB101","GI",1/1/1902,"Management (Videos): 12 Motiva

How do you turn on your employees to their jobs? Anne Bruce, keynote speaker and workshop leader, describes how you can motivate and retain key employees. In addition, Anne will describe what managers should do and not do when motivating employees."
"PB104","GI",1/1/1902,"Management (Videos): 15 Retent

The challenge of retaining top talent is an issue managers will face for years to come. Watch as Dr. B. Lynn Ware, industrial psychologist specializing in employee retention, discusses the trends impacting retention, attitudes of the new workforce and what managers can do to retain key employees."
"L_MW02","GI",1/1/1902,"MngLaw(VD): 7 FamMedLvAct 2009

This course explains the basic requirements of the Family and Medical Leave Act (FMLA) and its expansion in January of 2009."
"PB124","GI",1/1/1902,"MngLaw(VD): 16 Prevn LwSuits

Behind most lawsuits are problems that could have been avoided. Watch as Bob Rosner, founder and syndicated columnist of Working Wounded, discusses how you can help prevent company lawsuits."
"PB092","GI",1/1/1902,"Management (Videos):  3 Delega

Delegation is a fundamental skill needed in today's busy workplace. Most people don't delegate because they think it's faster to do the job themselves. However, the more you delegate, the more time you will have in the future. During this program, you'll learn what delegation is and the key concepts of delegation. You'll also learn the steps to effective delegation. In addition, you'll learn to recognize why delegation can sometimes fail."
"MNGC01","GI",1/1/1902,"Managing Change:  1 Refocusing

This course provides information on how a manager can refocus and gather important resources in the early stages of a significant corporate change."
"PB081","GI",1/1/1902,"Leadership (Videos): 24 Transf

In order for a company to be innovative, it needs to develop new relationships with others within the company and with its customers. Watch as Mitchel Resnick, associate professor at MIT Media Laboratory and author of Turtles, Termites, and Traffic Jams: Explorations in Massively Parallel Microworlds, discusses how to achieve business innovation by challenging employees."
"NO5C03","GI",1/1/1902,"Lotus Notes R5:  3 Managing Ma

This course shows how to use Lotus Notes to manage waiting messages and sort incoming messages."
"NO5C04","GI",1/1/1902,"Lotus Notes R5:  4 Using the C

This course shows how to manage the Lotus Notes calendar for Appointments, Reminders, and other events. Users also learn how to create and manage a list of To Do items and assign To Do tasks to co-workers."
"PB066","GI",1/1/1902,"Ldrshp(VD): 11 Establ Processe

Establishing processes is the phase in which leaders monitor progress towards the vision, purpose and values of the organization. In this program, you'll learn the process needed in order to reach the desired end state of your strategic intent. You'll also learn the behaviors people in the organization need to display in order to maintain the strategic direction. Finally, you will learn the importance of rewards and recognition during this phase."
"IVFC04","GI",1/1/1902,"InvesFndmtls: 4 Bonds

This course explains how to choose and invest in bonds. Each type of bond (U.S. Treasuries, U.S. government agency bonds, municipal bonds, and corporate bonds) is explained and the unique advantages and disadvantages are described."
"PB062","GI",1/1/1902,"Leadership (Videos):  5 Leader

Crazy times call for crazy leadership. Watch as Tom Peters, guru of the gurus of management and Chairman of Tom Peters Company, discusses how you can lead in crazy, freaked out times."
"PCS407","GI",1/1/1902,"Introduction to PCs:  7 Unders

This course introduces users to typical software available for PCs and how to install and update the software."
"PCS410","GI",1/1/1902,"Introduction to PCs: 10 Troubl

This course provides users with information on how to protect data on their computer and overcome potential problems in addition to offering tips on how to maximize the efficiency of their PC."
"PB067","GI",1/1/1902,"Ldrshp(VD): 10 Implement Init

The first phase of strategic planning is the challenge of making strategic choices and alignment. Implementing initiatives is the phase about making it work. In this program, you'll learn the process of implementing strategic initiatives. You'll also learn the ways to evaluate the implementation of initiatives and how to recognize why implementation succeeds or flounders."
"PB077","GI",1/1/1902,"Leadership (Videos): 15 B-Web

Dozens of successful organizations have transformed the rules of competition by pioneering the business web, or b-web. Watch as Don Tapscott, Chairman of Digital 4Sight, President of New Paradigm Learning Corporation, consultant, speaker and authority on information technology in business, discusses the power of the business web."
"HR202","GI",10/18/2004,"Personnel Actions

The Personnel Actions course will provide an overview of the Personnel Action Request (PAR) process for the District. As part of this course, Participants will learn how to request a data change, enter data control information, and review, approve or disapprove personal and job related data changes. Examples of such data changes include personal information information changes, position changes, promotions, status changes, leave eligibility and accrual rates, and salary changes."
"507","GI",7/27/2010,"Sexual Harassment/Diversity

This course is designed to familiarize participants with the concepts of sexual harassment.  Participants are given clear definitions and examples of sexual harassment, along with guidelines for avoiding and dealing with harassment situations in the workplace."
"2059","GI",7/2/2010,"Electronic Mail

This 8-hour course is designed to teach participants to create, send, access, and download electronic mail."
"2136","GI",7/2/2010,"Windows NT 4.0 Admin

This 40-hour course provides students with the knowledge and skills necessary to perform post-installation and day to day administration tasks in a single domain or multiple domain Microsoft Windows NT based network.  It also provides students with the pr"
"2077","GI",7/2/2010,"Managing Personnel Functions

This 6-hour course introduces participants to HR Manager - an automated personnel management system that allows program and personnel managers to easily and quickly perform a number of personnel functions including: 1) identifying job  classifications, 2)"
"2145","GI",7/2/2010,"Netware NT 4.0

This 40-hour course is designed to provide participants with the skills to install, configure, and manage a Netware based network using IntranetWare 4.11.  Topics include performing simple and custom installations, configuring a Netware environment, Netwa"
"HR401","GI",11/16/2004,"Manager Self Service

The Manager Self Service course will provide an overview of the Personnel Action Request (PAR) process for the District. As part of this course, Participants will learn how to request a data change, enter data control information, and review, approve or disapprove personal and job related data changes. Examples of such data changes include personal information information changes, position changes, promotions, status changes, leave eligibility and accrual rates, and salary changes."
"2032","GI",7/1/2010,"Communicating with Diplomacy

: Effective communications skills are essential for today?s administrative professionals. Increase your value in your agency by communicating with savoir-faire and finesse ? handling sensitive issues and people with tact and diplomacy. This course will provide participants with proven techniques for communicating more effectively with senior agency and government officials, colleagues and agency clients and for handling office politics and turf wars effectively and gracefully.
Objectives:
Understand how to build a foundation of influence and credibility to handle situations with discretion and authority.
Develop strategies to increase your ability to be understood by identifying your own communication style and that of others. 
Understand how to interpret verbal and nonverbal cues. 
Learn to implement techniques that break down barriers to effective communication.
Learn how to handle sensitive information and delicate situations with tact.
Learn how to make the most of e-mail and other office technologies."
"700","GI",7/27/2010,"Ess. for Ofc. Professionals

This 2 day course will address a number of facets of office life, including management skills, dynamic productivity skills, meeting minute taking, effective communication, enhancing customer service, and project management tools and techniques."
"200","GI",11/16/2009,"Introduction to PCs

Employees will learn what a PC is and what an operating system is."
"234","GI",7/27/2010,"Google (Earth) DC

This standlone course provides an introduction to Google (Earth) DC, the District's customized version of Google Earth. In this class you will learn how Google(Earth) DC is being used by various agencies in the District to assist with resource management. You will also learn to use Google(Earth) DC to visualize existing DC GIS daasets, as well as your own data."
"2134","GI",7/2/2010,"SNA Server

This 32-hour course is designed to provide the skills to install and  configure an MS SNA Server.  Topics include MS SNA server architecture, SNA Open Gateway Architecture, MS SNA Server support, Network Management, and printer definition files."
"2200","GI",7/2/2010,"Visio

This 21-hour course is designed to introduce skills for creating presentation charts, flow diagrams, organizational charts and even simple layout diagrams for designing space and equipment/furniture requirements."
"2135","GI",7/2/2010,"SQL Server Admin

This 40- hour course provides the knowledge to install, configure, and administer an MS SQL Server 605 database management system.  Topics include database storage requirements, user account management, security, backup, replication, scheduling tasks, per"
"2023","GI",7/1/2010,"Basic Writing Skills II

This course is designed to apply the techniques learned in Basic Writing Skills I. It reviews the basic writing process and provides participants the opportunity to plan, draft and revise written materials commonly developed in the workplace."
